# Long-horizon Mercury 1PN — apsis IAS15 side
# protocol: paper/notebooks/2026-05-13-mercury-1pn-long-horizon.md
# integrator: IAS15 (apsis), perturbation: PostNewtonian1PN::for_units(UnitSystem::solar_canonical())
# units: canonical Hénon (G = 1)
# a=0.387098, e=0.20563, m_mercury=1.660114e-7
# period=1.513251312931102266e0, dt0=1.000000000000000048e-4, n_orbits=4153
orbit,t,x,y,vx,vy,a_osc,e_osc,omega_osc
1933,2.925122949841747868e3,3.072255943532125610e-1,1.417504997789681594e-2,-7.602147151679726489e-2,1.978345587147868567e0,3.870979025087953884e-1,2.056297999969814161e-1,9.703381877601248906e-4
1934,2.926635745999665687e3,3.072591376943787367e-1,1.327347505343326635e-2,-7.120891128808164161e-2,1.978560559523977691e0,3.870979025035902188e-1,2.056297999787331798e-1,9.708414610732374892e-4
1935,2.928148258822805474e3,3.073088760739193792e-1,1.181113532895804175e-2,-6.340211979219148586e-2,1.978879201255745679e0,3.870979024958913217e-1,2.056297999517418540e-1,9.713455294159441126e-4
1936,2.929660967574022379e3,3.073417494341675327e-1,1.073633455800970804e-2,-5.766390854231359664e-2,1.979089696510403229e0,3.870979024908189903e-1,2.056297999339588012e-1,9.718490489172164131e-4
1937,2.931168052021823314e3,3.074963253473632641e-1,-1.473910859342278477e-3,7.545460612065194028e-3,1.980071930945056957e0,3.870979024680763492e-1,2.056297998542208072e-1,9.723683661203923970e-4
1938,2.932692429102562983e3,3.069260611009102524e-1,2.054228937399439972e-2,-1.100045113427890603e-1,1.976424684513027330e0,3.870979025555029707e-1,2.056298001607099468e-1,9.728391548007327529e-4
1939,2.934205154824152032e3,3.069824744223373925e-1,1.950229118047156276e-2,-1.044563634684546605e-1,1.976786592025285172e0,3.870979025466813050e-1,2.056298001297887645e-1,9.733426215783236215e-4
1940,2.935717903694341203e3,3.070336760995109882e-1,1.850790232938713531e-2,-9.915084802610973913e-2,1.977115034609205457e0,3.870979025386816486e-1,2.056298001017482224e-1,9.738460243545563489e-4
1941,2.937224932595037899e3,3.074462219585449296e-1,6.194820545585247307e-3,-3.341490979426722796e-2,1.979757510832087286e0,3.870979024748715802e-1,2.056297998780470537e-1,9.743654689912228505e-4
1942,2.938737591425412575e3,3.074641775361404705e-1,5.021285552926660518e-3,-2.714500208982074947e-2,1.979871873089060763e0,3.870979024721919459e-1,2.056297998686517081e-1,9.748691305162663669e-4
1943,2.940250347419491845e3,3.074763368584989554e-1,4.039525607111005973e-3,-2.190205091036942497e-2,1.979949119252808698e0,3.870979024704059857e-1,2.056297998623899115e-1,9.753725193307584765e-4
1944,2.941763068826569906e3,3.074864663951826782e-1,2.989240491989074260e-3,-1.629304840873588289e-2,1.980013221749456154e0,3.870979024689548131e-1,2.056297998573015096e-1,9.758760054446657473e-4
