# Long-horizon Mercury 1PN — apsis IAS15 side
# protocol: paper/notebooks/2026-05-13-mercury-1pn-long-horizon.md
# integrator: IAS15 (apsis), perturbation: PostNewtonian1PN::for_units(UnitSystem::solar_canonical())
# units: canonical Hénon (G = 1)
# a=0.387098, e=0.20563, m_mercury=1.660114e-7
# period=1.513251312931102266e0, dt0=1.000000000000000048e-4, n_orbits=4153
orbit,t,x,y,vx,vy,a_osc,e_osc,omega_osc
1956,2.959926694568319363e3,3.072994013930315793e-1,1.210225441558489441e-2,-6.496189122568686580e-2,1.978818649514740846e0,3.870979024973358884e-1,2.056297999568096058e-1,9.818870325260188516e-4
1957,2.961433222259325248e3,3.074972417539948433e-1,-1.209609305912086839e-3,6.128969585600288483e-3,1.980078094455454352e0,3.870979024678920521e-1,2.056297998535769056e-1,9.824079109411732163e-4
1958,2.962951764521016230e3,3.073816764161484416e-1,9.265255830728295200e-3,-4.981180701700285707e-2,1.979345290336894658e0,3.870979024846690209e-1,2.056297999123999909e-1,9.828950471298201347e-4
1959,2.964470077276217580e3,3.069942985716617168e-1,1.927697948839476524e-2,-1.032555544534903558e-1,1.976862645758240999e0,3.870979025448033628e-1,2.056298001232093053e-1,9.833828610487085550e-4
1960,2.965976823175315985e3,3.074426177980424946e-1,6.404702226450319398e-3,-3.453666056128319728e-2,1.979734589001902467e0,3.870979024754042097e-1,2.056297998799171967e-1,9.839030961055707149e-4
1961,2.967489348896984211e3,3.074649075109927021e-1,4.967089478961217962e-3,-2.685938096038636980e-2,1.979876561219320319e0,3.870979024720768713e-1,2.056297998682510009e-1,9.844071314600395459e-4
1962,2.969002088873182402e3,3.074772701060926594e-1,3.953586988453370622e-3,-2.144702837386758265e-2,1.979955071732758309e0,3.870979024702653204e-1,2.056297998618993594e-1,9.849105652805036949e-4
1963,2.970514815734969488e3,3.074870717433495493e-1,2.914041610585291122e-3,-1.589568700242378896e-2,1.980017063489140750e0,3.870979024688658843e-1,2.056297998569929786e-1,9.854140360817215897e-4
1964,2.972027545815465146e3,3.074939257709403129e-1,1.880868711956189699e-3,-1.037815301975462956e-2,1.980060081113762305e0,3.870979024679356839e-1,2.056297998537318650e-1,9.859174979428102486e-4
1965,2.973546270482706859e3,3.072787845027703524e-1,1.271452756735929647e-2,-6.823241501657671682e-2,1.978686646062885579e0,3.870979025005158447e-1,2.056297999679599087e-1,9.864041288649664108e-4
1966,2.975052816419688497e3,3.074986829880995698e-1,-5.607916518970752122e-4,2.661976458925782718e-3,1.980088069300504960e0,3.870979024675609836e-1,2.056297998524188597e-1,9.869249543924478018e-4
1967,2.976565554616457121e3,3.074959207977533415e-1,-1.577331047372964234e-3,8.093834738434849130e-3,1.980069179274915436e0,3.870979024681616698e-1,2.056297998545244810e-1,9.874283934979714503e-4
1968,2.978089892702634643e3,3.069360120202108688e-1,2.036205084012430999e-2,-1.090465901829727885e-1,1.976488847902112322e0,3.870979025538989760e-1,2.056298001550915799e-1,9.878992903684848809e-4
1969,2.979602621656306837e3,3.069915867391752040e-1,1.932844313990214266e-2,-1.035322497552705334e-1,1.976845353393531290e0,3.870979025452122024e-1,2.056298001246434637e-1,9.884027482450735268e-4
1970,2.981115318004708115e3,3.070474680544279522e-1,1.823016926025979381e-2,-9.767233154744056622e-2,1.977203786789964113e0,3.870979025364856829e-1,2.056298000940547654e-1,9.889062980953581931e-4
1971,2.982628034452921383e3,3.070982464072004037e-1,1.717141584025150269e-2,-9.202288439992921398e-2,1.977529445488075632e0,3.870979025285648523e-1,2.056298000662898084e-1,9.894097924707612266e-4
1972,2.984134402164217136e3,3.074814421332048298e-1,3.547479924445031026e-3,-1.928070186889431492e-2,1.979981513283499250e0,3.870979024696615811e-1,2.056297998597841903e-1,9.899311013356942770e-4
1973,2.985647535523974057e3,3.074836518751620229e-1,3.312845179019470281e-3,-1.802804615962770585e-2,1.979995488738892861e0,3.870979024693462223e-1,2.056297998586784359e-1,9.904334301672891409e-4
1974,2.987160298502004025e3,3.074912011579261084e-1,2.344854488603073314e-3,-1.285849547827934425e-2,1.980043048570629294e0,3.870979024682955627e-1,2.056297998549947437e-1,9.909367995681380315e-4
1975,2.988673022407185726e3,3.074965156503715047e-1,1.300026610245793484e-3,-7.275562702161147977e-3,1.980076133128109594e0,3.870979024676133862e-1,2.056297998526030180e-1,9.914402788183921018e-4
1976,2.990185752618864171e3,3.074988719741402199e-1,2.671301917104884388e-4,-1.759224864579175818e-3,1.980090181426537255e0,3.870979024674010560e-1,2.056297998518588910e-1,9.919437403898808195e-4
1977,2.991704324254207222e3,3.073398844513935968e-1,1.079893419875406838e-2,-5.800491005944258260e-2,1.979077986718204896e0,3.870979024910723432e-1,2.056297999348527250e-1,9.924307966859724928e-4
1978,2.993217025731552894e3,3.073702064356472197e-1,9.709625553092685740e-3,-5.218893980556930934e-2,1.979272022719177571e0,3.870979024864124041e-1,2.056297999185147662e-1,9.929343370202381100e-4
1979,2.994729749905307926e3,3.073962722293275829e-1,8.665110558721466835e-3,-4.661201080200334801e-2,1.979438710432191328e0,3.870979024824232062e-1,2.056297999045290648e-1,9.934378140512714964e-4
1980,2.996242461611206181e3,3.074199060048472543e-1,7.595813173488037175e-3,-4.090256762530367074e-2,1.979589716492357043e0,3.870979024788254730e-1,2.056297998919156544e-1,9.939413264231163232e-4
1981,2.997755192042853650e3,3.074397950174428407e-1,6.563548454067247122e-3,-3.539045384407556172e-2,1.979716654270314846e0,3.870979024758189890e-1,2.056297998813739758e-1,9.944447865126286069e-4
1982,2.999273762413553868e3,3.071021027094609779e-1,1.708780040619711088e-2,-9.157958952073445846e-2,1.977554273812790031e0,3.870979025279491781e-1,2.056298000641325063e-1,9.949318666679365323e-4
1983,3.000786497326902918e3,3.071480302720147049e-1,1.606598833922874212e-2,-8.612350819052985718e-2,1.977848766382248602e0,3.870979025207954560e-1,2.056298000390546221e-1,9.954353100758862177e-4
1984,3.002293063730728591e3,3.074877015725112073e-1,2.834223077302466375e-3,-1.547143730192457323e-2,1.980021058290385882e0,3.870979024687741799e-1,2.056297998566738172e-1,9.959560659780930959e-4
1985,3.003805756607047897e3,3.074946972556741320e-1,1.727421664467527910e-3,-9.560433639231716296e-3,1.980064895496203015e0,3.870979024678349312e-1,2.056297998533800908e-1,9.964596323730953980e-4
1986,3.005318522551901879e3,3.074980941246372446e-1,7.652698705662363491e-4,-4.422031580281940433e-3,1.980085716196686274e0,3.870979024674462976e-1,2.056297998520175696e-1,9.969629935359645458e-4
1987,3.006837624123187652e3,3.072913127198556582e-1,1.234545811222010486e-2,-6.626445300791534987e-2,1.978767039780373604e0,3.870979024985570782e-1,2.056297999610943172e-1,9.974485644954123910e-4
1988,3.008350366800971187e3,3.073236811049568362e-1,1.133779904495147046e-2,-6.088521823643176789e-2,1.978974322389432050e0,3.870979024935592983e-1,2.056297999435730828e-1,9.979519885904507802e-4
1989,3.009863141082100810e3,3.073515510720202237e-1,1.039261220764015406e-2,-5.583909642030165932e-2,1.979152719578706865e0,3.870979024892681197e-1,2.056297999285284228e-1,9.984553244172054282e-4
1990,3.011375839870277559e3,3.073808155155119404e-1,9.297944835997298124e-3,-4.999436862890967170e-2,1.979339936361611096e0,3.870979024847783223e-1,2.056297999127873477e-1,9.989588724569253755e-4
1991,3.012894193695081867e3,3.069882574635446892e-1,1.939081364380199762e-2,-1.038709710504549938e-1,1.976824224426965593e0,3.870979025456990907e-1,2.056298001263524855e-1,9.994465716691679213e-4
1992,3.014406928080799389e3,3.070405912085596434e-1,1.836832518575209905e-2,-9.841247354032717221e-2,1.977159895308796989e0,3.870979025375275162e-1,2.056298000977090090e-1,9.999500150512968984e-4
1993,3.015913193434656023e3,3.074704029716799347e-1,4.543351865846480611e-3,-2.460138517009057002e-2,1.979911558261790105e0,3.870979024712573602e-1,2.056297998653804915e-1,1.000471605090333914e-3
1994,3.017426265190676986e3,3.074746612875741691e-1,4.186769291714441572e-3,-2.269737031719384901e-2,1.979938588358370000e0,3.870979024706352467e-1,2.056297998631990975e-1,1.000974106940992264e-3
1995,3.018944915348386075e3,3.071981041259315148e-1,1.487116922247402016e-2,-7.974903882716244397e-2,1.978169862253444711e0,3.870979025129955287e-1,2.056298000117121327e-1,1.001460954061655223e-3
1996,3.020451605223952356e3,3.074939129495968815e-1,1.882599585888793852e-3,-1.039223108457636158e-2,1.980060022773746820e0,3.870979024679340186e-1,2.056297998537286176e-1,1.001981368016955113e-3
1997,3.021964302088176737e3,3.074980516744663661e-1,7.836293886285156411e-4,-4.523264707455398881e-3,1.980085464150560082e0,3.870979024674498503e-1,2.056297998520310588e-1,1.002484923265830209e-3
1998,3.023476977047319906e3,3.074989013715390684e-1,-3.586896585049742709e-4,1.577429173806085827e-3,1.980089677439455187e0,3.870979024674969793e-1,2.056297998521964543e-1,1.002988540080806045e-3
1999,3.024989680770492669e3,3.074964483321645514e-1,-1.444039533020090782e-3,7.373882997591882371e-3,1.980072684856295950e0,3.870979024680616387e-1,2.056297998541760097e-1,1.003492076049422111e-3
2000,3.026508163787098965e3,3.073903269514207115e-1,8.913640571784861230e-3,-4.794139968577471045e-2,1.979400798820989404e0,3.870979024833172688e-1,2.056297999076652228e-1,1.003979378200515289e-3
2001,3.028026721757484211e3,3.069872275056634292e-1,1.941056573446143727e-2,-1.039755437383581144e-1,1.976817721274100270e0,3.870979025458448630e-1,2.056298001268644371e-1,1.004466504501576232e-3
2002,3.029539464495832817e3,3.070387921531904651e-1,1.840404946670321298e-2,-9.860519924883906495e-2,1.977148454595374139e0,3.870979025377940252e-1,2.056298000986438723e-1,1.004969924502790383e-3
2003,3.031046332689769315e3,3.074530836494032138e-1,5.772645632101060589e-3,-3.116885780022890517e-2,1.979801417399464691e0,3.870979024738175900e-1,2.056297998743576716e-1,1.005489821100086830e-3
2004,3.032559014666138864e3,3.074691281859792680e-1,4.644327288003027854e-3,-2.514350016630183260e-2,1.979903485266199414e0,3.870979024714407690e-1,2.056297998660245596e-1,1.005993417702884599e-3
2005,3.034071770998858938e3,3.074802883561026379e-1,3.663158787514816071e-3,-1.990400985537613132e-2,1.979974265096278829e0,3.870979024698190663e-1,2.056297998603384136e-1,1.006496805621862360e-3
2006,3.035584466599043481e3,3.074897234767444143e-1,2.561744084372337155e-3,-1.402199370368557851e-2,1.980033803719631447e0,3.870979024684918501e-1,2.056297998556847195e-1,1.007000364285101299e-3
2007,3.037102883656498307e3,3.072762575804827700e-1,1.278627654561930414e-2,-6.862273448039053758e-2,1.978670738278712760e0,3.870979025008663421e-1,2.056297999691909240e-1,1.007487859623076333e-3
2008,3.038609761685780541e3,3.074989465048855175e-1,1.691257349065674633e-4,-1.240901836273872183e-3,1.980090546672832907e0,3.870979024674059965e-1,2.056297998518774872e-1,1.008007751908678116e-3
2009,3.040128804846803632e3,3.073144343013429758e-1,1.163413763830239978e-2,-6.246941630981808768e-2,1.978915244647226235e0,3.870979024949669500e-1,2.056297999485092176e-1,1.008493485194191311e-3
2010,3.041641549720813146e3,3.073447449217713845e-1,1.063081671764671762e-2,-5.711276944804703770e-2,1.979109277596157623e0,3.870979024902980736e-1,2.056297999321400893e-1,1.008996903421466610e-3
2011,3.043153863220765288e3,3.073936823434947341e-1,8.773546378900156165e-3,-4.719589419947839426e-2,1.979422297512343665e0,3.870979024827977955e-1,2.056297999058443737e-1,1.009501532801571413e-3
2012,3.044672546334467825e3,3.069815336942202655e-1,1.951801242230384245e-2,-1.045515898739105970e-1,1.976781314275622092e0,3.870979025467177759e-1,2.056298001299239619e-1,1.009988308394818004e-3
2013,3.046185231173198645e3,3.070391165177872028e-1,1.839697333485955030e-2,-9.857053224404488390e-2,1.977150641994653180e0,3.870979025377279115e-1,2.056298000984127239e-1,1.010491890309907692e-3
2014,3.047697952361609623e3,3.070899352168274254e-1,1.734763885999175692e-2,-9.297134538624074462e-2,1.977476542350734334e0,3.870979025298029175e-1,2.056298000706328621e-1,1.010995371307944887e-3
2015,3.049210652983772889e3,3.071395771065407732e-1,1.625748816001189312e-2,-8.715361717411582165e-2,1.977794843611474063e0,3.870979025220712688e-1,2.056298000435297091e-1,1.011498910586736003e-3
2016,3.050717324614439349e3,3.074843474322442871e-1,3.234286226200771067e-3,-1.761614066932587486e-2,1.979999944264939860e0,3.870979024692385306e-1,2.056297998583040687e-1,1.012019370030970995e-3
2017,3.052230043446521904e3,3.074922344861843460e-1,2.179431853051999168e-3,-1.197971149690457704e-2,1.980049559146947358e0,3.870979024681515668e-1,2.056297998544930061e-1,1.012522863468830149e-3
2018,3.053742764767752760e3,3.074971015785679662e-1,1.128940853936233725e-3,-6.369429640425666728e-3,1.980079732012755001e0,3.870979024675453850e-1,2.056297998523672899e-1,1.013026349988290506e-3
2019,3.055255468663094234e3,3.074990040467657781e-1,4.392587247005942544e-5,-5.747677045113558369e-4,1.980090775190584740e0,3.870979024674172098e-1,2.056297998519180936e-1,1.013529885501489184e-3
2020,3.056768202524974186e3,3.074978831775168064e-1,-9.817735504375035404e-4,4.902974211806160332e-3,1.980082414968812099e0,3.870979024677617120e-1,2.056297998531260440e-1,1.014033336809373699e-3
2021,3.058292520943101408e3,3.069048375102261805e-1,2.091756276856850116e-2,-1.120206057463009885e-1,1.976289449670547205e0,3.870979025586878675e-1,2.056298001718820101e-1,1.014504293060764298e-3
2022,3.059805228703463399e3,3.069642223295744321e-1,1.984212389246426539e-2,-1.062836217504268682e-1,1.976670381712656743e0,3.870979025494062364e-1,2.056298001393484787e-1,1.015007809779520410e-3
2023,3.061312174900341233e3,3.074245314325779188e-1,7.367183868461210303e-3,-3.968945088273588551e-2,1.979619408834771832e0,3.870979024781013855e-1,2.056297998893792667e-1,1.015527479052534630e-3
2024,3.062830894018016807e3,3.070496151233355620e-1,1.818464491312201184e-2,-9.744033630499779330e-2,1.977218077223302783e0,3.870979025360747894e-1,2.056298000926186920e-1,1.016014146633014521e-3
2025,3.064343622340397815e3,3.070991785382339856e-1,1.714996773777074587e-2,-9.191614181451190912e-2,1.977535912518659345e0,3.870979025283480257e-1,2.056298000655345237e-1,1.016517607804072465e-3
2026,3.065850480315885306e3,3.074709673290532685e-1,4.496757074980151092e-3,-2.435806153185963996e-2,1.979915211536224406e0,3.870979024711643235e-1,2.056297998650573611e-1,1.017037539594691127e-3
2027,3.067368910143200537e3,3.072031306770775516e-1,1.474505319584883990e-2,-7.908082486904827180e-2,1.978202327640515623e0,3.870979025121784600e-1,2.056298000088506439e-1,1.017525005169763299e-3
2028,3.068881641440965268e3,3.072428630312086795e-1,1.371520078071451765e-2,-7.358377020326688223e-2,1.978456943995028361e0,3.870979025060150014e-1,2.056297999872436222e-1,1.018028460040443488e-3
2029,3.070394364114999462e3,3.072803205468102039e-1,1.266812176025671442e-2,-6.799451918593689415e-2,1.978696908819954858e0,3.870979025002165286e-1,2.056297999669150223e-1,1.018531939613228623e-3
2030,3.071900890106624956e3,3.074985624333287926e-1,-6.467822114167924271e-4,3.111103882549648425e-3,1.980087155116954545e0,3.870979024676001190e-1,2.056297998525603576e-1,1.019052821337843766e-3
2031,3.073413592890382461e3,3.074952604345780882e-1,-1.734004825230589302e-3,8.917465753312647792e-3,1.980064674444526940e0,3.870979024683033343e-1,2.056297998550263850e-1,1.019556359930282432e-3
2032,3.074937951195901405e3,3.069422840960981946e-1,2.024561554139074626e-2,-1.084386143717950557e-1,1.976529771463662266e0,3.870979025528178963e-1,2.056298001513082729e-1,1.020027199081820430e-3
2033,3.076450613714744577e3,3.070043553151170501e-1,1.908120158992425777e-2,-1.022233018079705541e-1,1.976927902872369192e0,3.870979025431233178e-1,2.056298001173266221e-1,1.020530842856567488e-3
2034,3.077963363335590657e3,3.070543609799387674e-1,1.808824498299405406e-2,-9.692510673087251227e-2,1.977248607954568804e0,3.870979025353207259e-1,2.056298000899766387e-1,1.021034243825505233e-3
2035,3.079469971943439759e3,3.074652115551524401e-1,4.942495084825108617e-3,-2.674035040604749724e-2,1.979878668806611897e0,3.870979024720062611e-1,2.056297998680097772e-1,1.021554871268124309e-3
2036,3.080982704181240024e3,3.074776779518316183e-1,3.913682865883583509e-3,-2.124615758209946748e-2,1.979957789192653861e0,3.870979024701865501e-1,2.056297998616296863e-1,1.022058326832154607e-3
2037,3.082495786018413128e3,3.074811365981374167e-1,3.577015835347213072e-3,-1.944868185918846581e-2,1.979979683879187213e0,3.870979024696900583e-1,2.056297998598886623e-1,1.022560800393738098e-3
2038,3.084008490375749261e3,3.074901992441496090e-1,2.492902765676710802e-3,-1.365925381875897349e-2,1.980036824080342539e0,3.870979024684219616e-1,2.056297998554426631e-1,1.023064334463472938e-3
2039,3.085526130617441140e3,3.073284443174669756e-1,1.118025638107917122e-2,-6.005319128418683261e-2,1.979005111687736296e0,3.870979024927823087e-1,2.056297999408525923e-1,1.023554008359048566e-3
2040,3.087033198280958914e3,3.074976763710128291e-1,-1.062965952730535223e-3,5.331737305634853819e-3,1.980080974428735097e0,3.870979024678102287e-1,2.056297998532981841e-1,1.024073371847939937e-3
2041,3.088557533347528533e3,3.069075116896514133e-1,2.086949063936929111e-2,-1.117687082660518832e-1,1.976306825603906914e0,3.870979025582376165e-1,2.056298001703052714e-1,1.024544280930914228e-3
2042,3.090070206560606948e3,3.069704162183606866e-1,1.972634379718027006e-2,-1.056672826867259968e-1,1.976710319592116294e0,3.870979025484083125e-1,2.056298001358523309e-1,1.025047894282272868e-3
2043,3.091577297426413224e3,3.074210704207678280e-1,7.537635659329895363e-3,-4.060102778970557658e-2,1.979597390268432289e0,3.870979024786144751e-1,2.056297998911794933e-1,1.025567158070930058e-3
2044,3.093096135253263128e3,3.070294250077873488e-1,1.858958732540336861e-2,-9.960257102223984971e-2,1.977088792462863731e0,3.870979025391955708e-1,2.056298001035599399e-1,1.026053494367505344e-3
2045,3.094603108414797589e3,3.074466564546979863e-1,6.166233804436413446e-3,-3.327819489758970795e-2,1.979760595903212073e0,3.870979024747599473e-1,2.056297998776651648e-1,1.026573095184600678e-3
2046,3.096115831888189405e3,3.074627630041276705e-1,5.120076904194686453e-3,-2.769180134754116451e-2,1.979863129030611679e0,3.870979024723636974e-1,2.056297998692636075e-1,1.027076575148534949e-3
2047,3.097628570443575882e3,3.074755833248658532e-1,4.103747592886514660e-3,-2.226447563046729528e-2,1.979944536120690213e0,3.870979024704865878e-1,2.056297998626820112e-1,1.027580012938510449e-3
2048,3.099141342207156868e3,3.074850529811672950e-1,3.153163672525217866e-3,-1.718801460164143258e-2,1.980004441816985095e0,3.870979024691325043e-1,2.056297998579346420e-1,1.028083357576923314e-3
2049,3.100654059631071959e3,3.074927281344569940e-1,2.094972891227685468e-3,-1.153667637382801980e-2,1.980052670226821077e0,3.870979024680825664e-1,2.056297998542534478e-1,1.028586854977653299e-3
2050,3.102166779256128848e3,3.074973702021531752e-1,1.041666137533209116e-3,-5.908445906220111121e-3,1.980081371923749112e0,3.870979024675155200e-1,2.056297998522653436e-1,1.029090346267024685e-3
2051,3.103679509687241989e3,3.074990133444185925e-1,9.202415246956602388e-6,-3.944170861677337436e-4,1.980090785438199275e0,3.870979024674230384e-1,2.056297998519403258e-1,1.029593807226084458e-3
2052,3.105198410945020896e3,3.073280400977719262e-1,1.119347570500440169e-2,-6.012434696572224735e-2,1.979002599611891400e0,3.870979024928335455e-1,2.056297999410331145e-1,1.030079938200546700e-3
2053,3.106711168355855534e3,3.073564743760431872e-1,1.021490206487316900e-2,-5.489982621679256880e-2,1.979184559785535313e0,3.870979024884629305e-1,2.056297999257099274e-1,1.030583321422629027e-3
2054,3.108224110220431157e3,3.073729829860473717e-1,9.601303241728746662e-3,-5.162410569350683875e-2,1.979290156994474748e0,3.870979024859321771e-1,2.056297999168376633e-1,1.031086187295717415e-3
2055,3.109736836196154400e3,3.073986677377725796e-1,8.560341728642466633e-3,-4.606614457007768282e-2,1.979454352211130086e0,3.870979024820094816e-1,2.056297999030847201e-1,1.031589659308492857e-3
2056,3.111255488558625530e3,3.069958247576491939e-1,1.924430254529139669e-2,-1.030999106851038238e-1,1.976873425737751822e0,3.870979025444206134e-1,2.056298001218761495e-1,1.032076519715991207e-3
2057,3.112762360370973511e3,3.074387168984972218e-1,6.621247010757642416e-3,-3.571181086635324964e-2,1.979710026713921600e0,3.870979024759448883e-1,2.056297998818215622e-1,1.032596401454200386e-3
2058,3.114275886901603826e3,3.074285073639347332e-1,7.165561334243590250e-3,-3.861618707025833708e-2,1.979644909789248564e0,3.870979024774818811e-1,2.056297998872105293e-1,1.033097626086760526e-3
2059,3.115788644594383186e3,3.074462978570774441e-1,6.187272062576041308e-3,-3.339207534679670963e-2,1.979758353372296442e0,3.870979024748072983e-1,2.056297998778329472e-1,1.033601009725905072e-3
2060,3.117306575106403216e3,3.071743867694602392e-1,1.544639032949101515e-2,-8.282999238841509682e-2,1.978018362248925799e0,3.870979025166040310e-1,2.056298000243683977e-1,1.034089880199759838e-3
2061,3.118819280432006053e3,3.072180758009674384e-1,1.436525520258513655e-2,-7.705945315980396171e-2,1.978298361627119917e0,3.870979025098219561e-1,2.056298000005926663e-1,1.034593407481630570e-3
2062,3.120330932313906487e3,3.073278467883452381e-1,1.119940742993886205e-2,-6.015837141756402717e-2,1.979001420097137087e0,3.870979024928546952e-1,2.056297999411084709e-1,1.035099889728912335e-3
2063,3.121843669393725577e3,3.073574125690275438e-1,1.018055586696985093e-2,-5.471899493938114922e-2,1.979190613892826800e0,3.870979024883108299e-1,2.056297999251782416e-1,1.035603329999803266e-3
2064,3.123356203087828817e3,3.073939822975093050e-1,8.759066632242327316e-3,-4.712906437475210264e-2,1.979424450370549593e0,3.870979024827174153e-1,2.056297999055677062e-1,1.036107341537421261e-3
2065,3.124874670633715596e3,3.070044746944350367e-1,1.907742063881334368e-2,-1.022111132116972770e-1,1.976928991908363242e0,3.870979025430573706e-1,2.056298001170986101e-1,1.036594719867955450e-3
2066,3.126387388330371323e3,3.070575627270148988e-1,1.802133595047530207e-2,-9.657606181071579088e-2,1.977269444814083066e0,3.870979025347768276e-1,2.056298000880735222e-1,1.037098210173734289e-3
2067,3.127900110870113622e3,3.071071999830864985e-1,1.697519698787977940e-2,-9.099060861272705025e-2,1.977587721693588652e0,3.870979025270439022e-1,2.056298000609662335e-1,1.037601687645298100e-3
2068,3.129406907432161006e3,3.074744831792625144e-1,4.200180440217215518e-3,-2.278131053861007227e-2,1.979937601953929205e0,3.870979024706399096e-1,2.056297998632221624e-1,1.038121792827821329e-3
2069,3.130919619756172324e3,3.074852346378546541e-1,3.131917075725137219e-3,-1.707629753441962384e-2,1.980005616203235341e0,3.870979024691029169e-1,2.056297998578330566e-1,1.038625304441949566e-3
2070,3.132438602835274651e3,3.072137388403224922e-1,1.447584190288534779e-2,-7.765156710546984586e-2,1.978270638822465344e0,3.870979025104844817e-1,2.056298000029160300e-1,1.039111214854362497e-3
2071,3.133951378982543702e3,3.072494804632249776e-1,1.353464373281990443e-2,-7.262792987373566100e-2,1.978499645913271321e0,3.870979025049455791e-1,2.056297999834984791e-1,1.039614544138494799e-3
2072,3.135464100558890095e3,3.072865057355254614e-1,1.248538044031270548e-2,-6.702689445414750091e-2,1.978736802850523668e0,3.870979024992199924e-1,2.056297999634253137e-1,1.040118026881237502e-3
2073,3.136971007570913116e3,3.074990213260523353e-1,-7.514729018802637664e-5,5.023611339829980871e-5,1.980090733121263602e0,3.870979024674362501e-1,2.056297998519903691e-1,1.040637838598608596e-3
2074,3.138483733644241966e3,3.074975333589292648e-1,-1.116240263456395919e-3,5.610341455668091393e-3,1.980079960805617656e0,3.870979024678465330e-1,2.056297998534284133e-1,1.041141311785167330e-3
2075,3.139996502080706250e3,3.074935859245632175e-1,-2.072896790666211176e-3,1.072234061538104855e-2,1.980053446330894085e0,3.870979024686345138e-1,2.056297998561922857e-1,1.041644665898512102e-3
2076,3.141510382811350155e3,3.074982379097047080e-1,-8.276750830996792031e-4,4.071183523711260910e-3,1.980084825633395385e0,3.870979024676864944e-1,2.056297998528678062e-1,1.042144894998923120e-3
2077,3.143028736953805492e3,3.073813583134609173e-1,9.274147954058063401e-3,-4.988008821122175140e-2,1.979343819227418422e0,3.870979024846351590e-1,2.056297999122926323e-1,1.042632559709809684e-3
2078,3.144541446111269124e3,3.074068698518872544e-1,8.199900477695051468e-3,-4.414411558647297895e-2,1.979506849449734762e0,3.870979024807476021e-1,2.056297998986626463e-1,1.043136079045906385e-3
2079,3.146060020367377092e3,3.070222682774840783e-1,1.872987537561722135e-2,-1.003578916290309569e-1,1.977043242554387348e0,3.870979025402611073e-1,2.056298001072992265e-1,1.043623156028678943e-3
2080,3.147572750331024054e3,3.070732035846501229e-1,1.769793241845203299e-2,-9.485177777163861235e-2,1.977369868315942192e0,3.870979025323207368e-1,2.056298000794649083e-1,1.044126612247002484e-3
2081,3.149079702793908837e3,3.074611576949369818e-1,5.232446215060432108e-3,-2.829856865127365617e-2,1.979853007862776071e0,3.870979024725880180e-1,2.056297998700540863e-1,1.044646275943221601e-3
2082,3.150598240689514569e3,3.071638961334841600e-1,1.569383732284678271e-2,-8.415664472858272460e-2,1.977951301670600071e0,3.870979025182076927e-1,2.056298000299920936e-1,1.045133441437091264e-3
2083,3.152105266812901391e3,3.074830795511445669e-1,3.372468095106682072e-3,-1.836272746948962309e-2,1.979992034467874529e0,3.870979024694035653e-1,2.056297998588883236e-1,1.045652907482562616e-3
2084,3.153617617948185853e3,3.074953290861085486e-1,1.589014768498450995e-3,-8.837745018944367925e-3,1.980068864978298038e0,3.870979024677483338e-1,2.056297998530845772e-1,1.046157433968953037e-3
2085,3.155130376141658871e3,3.074984031771711424e-1,6.115290065144521510e-4,-3.617354930368646415e-3,1.980087536970778439e0,3.870979024674210400e-1,2.056297998519380499e-1,1.046660816914741186e-3
2086,3.156648283958621505e3,3.073669424390623739e-1,9.829355584325424541e-3,-5.284651213534702352e-2,1.979251686309045022e0,3.870979024868334561e-1,2.056297999200006887e-1,1.047149736497914345e-3
2087,3.158166830301082882e3,3.069391055599543505e-1,2.030203187075142399e-2,-1.087474878039000614e-1,1.976509976389286827e0,3.870979025532284012e-1,2.056298001527513686e-1,1.047636900258975233e-3
2088,3.159672845698337369e3,3.074496345868334979e-1,5.985062939488285973e-3,-3.231860832091078273e-2,1.979779694503728926e0,3.870979024742963182e-1,2.056297998760441281e-1,1.048159180498603807e-3
2089,3.161191272787286380e3,3.071408420286207974e-1,1.622652011641137135e-2,-8.700060033815087968e-2,1.977803585814294385e0,3.870979025217821667e-1,2.056298000425234029e-1,1.048646659315903389e-3
2090,3.162703998184178545e3,3.071851779831686335e-1,1.518520462426518197e-2,-8.144296005870768629e-2,1.978087766031228378e0,3.870979025148934549e-1,2.056298000183739427e-1,1.049150129904711549e-3
2091,3.164216750547416723e3,3.072245378086143619e-1,1.419710207369724066e-2,-7.616886682761815630e-2,1.978339991098937656e0,3.870979025087875613e-1,2.056297999969696755e-1,1.049653525505505431e-3
2092,3.165729463888689679e3,3.072640215535853980e-1,1.313221486240127162e-2,-7.048154240937200277e-2,1.978592936836587546e0,3.870979025026748954e-1,2.056297999755394845e-1,1.050157031006793617e-3
2093,3.167242166138239099e3,3.073011605678310776e-1,1.204470394434871416e-2,-6.467591066878994321e-2,1.978830774020320149e0,3.870979024969389837e-1,2.056297999554307643e-1,1.050660568149421959e-3
2094,3.168754854071763475e3,3.073359503997706854e-1,1.092872719798951286e-2,-5.871793008082318299e-2,1.979053464581156163e0,3.870979024915818245e-1,2.056297999366491769e-1,1.051164145964119312e-3
2095,3.170267626871567700e3,3.073628648324606139e-1,9.980580900409045247e-3,-5.365583971470699876e-2,1.979225653865223311e0,3.870979024874513508e-1,2.056297999221675943e-1,1.051667486100902639e-3
