# REBOUND parity — Pythagorean three-body (Burrau 1913) — REBOUND IAS15 side
# protocol: docs/experiments/2026-04-30-rebound-parity-pythagorean.md
# integrator: IAS15 (REBOUND)
# rebound_version: 4.6.0
# units: canonical (G = 1)
# masses=(3.0,4.0,5.0), horizon=7.000172558629316200e+01
# samples_per_t_unit=30, dt0=1.712500046072987919e-02
sample,t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,e_total
1619,5.398390962213182576e+01,-2.936723192289889095e+00,-4.489375423468788817e+00,1.323489827981019495e-01,1.110031090592405456e-01,1.717628767109926846e+00,8.978815176726187008e-01,-7.863845020078216175e-01,3.627660632875213675e-01,3.879309016861463011e-01,1.975320039943128769e+00,5.496982119274006484e-01,-3.568147160655629757e-01,-1.281666666943274890e+01
1620,5.400815863878121803e+01,-2.933485949050049335e+00,-4.486641376379257196e+00,1.346517891952879464e-01,1.144959326873512540e-01,1.698153175464804487e+00,9.069861341695358847e-01,-8.201361886424008985e-01,3.883768081756210355e-01,4.015690290583405209e-01,1.966395918491876449e+00,5.753178773967524418e-01,-3.793990061529091684e-01,-1.281666666943274535e+01
1621,5.405314469151036860e+01,-2.927332173613777400e+00,-4.481344484528013261e+00,1.389370224215314698e-01,1.209997894469699714e-01,1.659783567970736451e+00,9.255915511936234630e-01,-8.866080594277816473e-01,4.396717883145580541e-01,4.285724497918320663e-01,1.948333449761859848e+00,6.259242340893109713e-01,-4.243373043198300221e-01,-1.281666666943274535e+01
1622,5.407399929574943798e+01,-2.924413927304244432e+00,-4.478789540396652669e+00,1.409295173135897972e-01,1.240258669686336024e-01,1.640954216858738990e+00,9.350266074067206112e-01,-9.193941167453368868e-01,4.653957769941461375e-01,4.418849828957104875e-01,1.939252438312565552e+00,6.509575830081201220e-01,-4.467321417764986147e-01,-1.281666666943274357e+01
1623,5.411271327077700022e+01,-2.918886232024151983e+00,-4.473878975883456732e+00,1.446386189888276830e-01,1.296627200338674457e-01,1.604123727267360300e+00,9.540268934531650480e-01,-9.842273744669376434e-01,5.170995389876974491e-01,4.680327574007580593e-01,1.921105870767492396e+00,7.005987281802579236e-01,-4.914772632104800199e-01,-1.281666666943274713e+01
1624,5.414778577881661903e+01,-2.913754293325248934e+00,-4.469241497074943226e+00,1.480106513061689166e-01,1.347918569479818751e-01,1.568497512198808508e+00,9.730614389352925109e-01,-1.048286371784542537e+00,5.692888459379923383e-01,4.934545662362578855e-01,1.903095747096682278e+00,7.498227066439371313e-01,-5.363061909191846333e-01,-1.281666666943274535e+01
1625,5.417959405268734940e+01,-2.908997559333851513e+00,-4.464879762034343003e+00,1.510787816827259822e-01,1.394628507181548682e-01,1.534158476041669550e+00,9.919943092140252050e-01,-1.111792743240451742e+00,6.221237889048638614e-01,5.180717547671307432e-01,1.885332409849336255e+00,7.987869255827303450e-01,-5.813767415547855810e-01,-1.281666666943275068e+01
1626,5.420845590255148494e+01,-2.904596870614581050e+00,-4.460793245091163151e+00,1.538710355456312795e-01,1.437175440969606643e-01,1.501173243097598364e+00,1.010708986880263227e+00,-1.174906103501791366e+00,6.757248756605948037e-01,5.418195278908255474e-01,1.867908757550437837e+00,8.476022614740587047e-01,-6.268104269866539013e-01,-1.281666666943274535e+01
1627,5.423465179386705870e+01,-2.900532810587466148e+00,-4.456977703031121507e+00,1.564123214809899076e-01,1.475931252756122469e-01,1.469585180567581917e+00,1.029110130968865500e+00,-1.237753295367742812e+00,7.301940424194726109e-01,5.646515418985699197e-01,1.850898517043531033e+00,8.963552434056047957e-01,-6.727111091009470023e-01,-1.281666666943274535e+01
1628,5.426953688367428441e+01,-2.895017176624821165e+00,-4.451738583253600723e+00,1.598069347361354420e-01,1.527753646136347787e-01,1.424803205409508555e+00,1.056000129459605086e+00,-1.331885277235046905e+00,8.138441960954910792e-01,5.971677416474417965e-01,1.826243046384426805e+00,9.696240609463606663e-01,-7.427405756445752960e-01,-1.281666666943274180e+01
